I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-297, 63, 361, 117, -329, 212, 273, 92, 209, 58, 48, -4, 
-292, 63, 356, 114, -324, 209, 273, 97, 214, 63, 53, 0, 
-297, 63, 361, 117, -329, 212, 283, 97, 219, 63, 48, 0, 
-302, 63, 366, 119, -334, 214, 287, 87, 224, 73, 48, 0, 
-302, 68, 370, 117, -336, 219, 287, 92, 239, 73, 43, -4, 
-322, 73, 395, 124, -358, 234, 292, 92, 239, 68, 39, -4, 
-331, 82, 414, 124, -373, 248, 297, 92, 244, 68, 39, -9, 
-351, 73, 424, 139, -387, 248, 302, 97, 258, 87, 53, 0, 
-361, 73, 434, 143, -397, 253, 307, 102, 268, 97, 58, 0, 
-385, 73, 458, 156, -422, 265, 326, 112, 283, 107, 78, 0, 
-390, 78, 468, 156, -429, 273, 346, 117, 297, 117, 82, 0, 
-405, 92, 497, 156, -451, 295, 346, 122, 292, 107, 82, 0, 
-419, 92, 512, 163, -466, 302, 356, 122, 302, 117, 82, 0, 
-424, 87, 512, 168, -468, 300, 361, 126, 312, 122, 87, -4, 
-429, 87, 517, 170, -473, 302, 366, 131, 317, 126, 92, -9, 
-434, 112, 546, 161, -490, 329, 370, 126, 322, 141, 92, -4, 
-439, 117, 556, 161, -497, 336, 380, 146, 341, 151, 87, 4, 
-453, 126, 580, 163, -517, 353, 395, 151, 346, 156, 82, 9, 
-473, 136, 610, 168, -541, 373, 405, 151, 370, 165, 78, 14, 
-468, 136, 605, 165, -536, 370, 414, 170, 385, 175, 87, 9, 
-468, 136, 605, 165, -536, 370, 419, 175, 400, 180, 97, 0, 
-478, 141, 619, 168, -549, 380, 424, 185, 405, 180, 97, 0, 
-483, 146, 629, 168, -556, 387, 444, 200, 424, 195, 97, 4, 
-497, 156, 653, 170, -575, 405, 463, 209, 453, 214, 107, 4, 
-507, 156, 663, 175, -585, 409, 463, 219, 468, 229, 112, 4, 
-517, 165, 683, 175, -600, 424, 483, 224, 483, 239, 112, 4, 
-527, 190, 717, 168, -622, 453, 483, 239, 488, 248, 117, 4, 
-561, 195, 756, 183, -658, 475, 488, 253, 512, 263, 131, 14, 
-570, 195, 766, 187, -668, 480, 507, 268, 536, 273, 136, 24, 
-590, 190, 780, 200, -685, 485, 517, 292, 546, 292, 136, 24, 
-610, 190, 800, 209, -705, 495, 531, 312, 566, 292, 141, 24, 
-610, 180, 790, 214, -700, 485, 531, 317, 585, 297, 151, 24, 
-614, 190, 805, 212, -710, 497, 536, 341, 605, 312, 161, 34, 
-614, 204, 819, 204, -717, 512, 541, 375, 629, 331, 190, 39, 
-619, 219, 839, 200, -729, 529, 536, 395, 639, 341, 195, 39, 
-610, 229, 839, 190, -724, 534, 531, 395, 644, 361, 195, 48, 
-610, 253, 863, 178, -736, 558, 531, 409, 658, 370, 195, 63, 
-614, 258, 873, 178, -744, 566, 531, 434, 673, 390, 204, 68, 
-614, 273, 888, 170, -751, 580, 531, 444, 678, 400, 204, 78, 
-595, 278, 873, 158, -734, 575, 517, 434, 688, 400, 214, 78, 
-570, 292, 863, 139, -717, 578, 507, 444, 692, 409, 224, 87, 
-561, 302, 863, 129, -712, 583, 492, 463, 697, 409, 229, 87, 
-536, 302, 839, 117, -688, 570, 483, 468, 697, 409, 234, 92, 
-541, 312, 854, 114, -697, 583, 468, 488, 707, 419, 244, 112, 
-531, 322, 854, 104, -692, 588, 458, 488, 707, 429, 258, 126, 
-527, 331, 858, 97, -692, 595, 439, 488, 702, 429, 268, 141, 
-512, 331, 844, 90, -678, 588, 434, 488, 692, 429, 273, 146, 
-497, 331, 829, 82, -663, 580, 424, 497, 678, 419, 278, 165, 
-468, 326, 795, 70, -631, 561, 409, 492, 668, 419, 278, 170, 
-419, 307, 727, 56, -573, 517, 390, 497, 649, 419, 283, 175, 
-405, 302, 707, 51, -556, 505, 361, 492, 629, 414, 283, 180, 
-380, 322, 702, 29, -541, 512, 326, 478, 595, 395, 268, 175, 
-331, 326, 658, 2, -495, 492, 297, 463, 575, 370, 253, 180, 
-307, 322, 629, -7, -468, 475, 278, 434, 546, 346, 239, 180, 
-273, 307, 580, -17, -427, 444, 258, 409, 517, 326, 229, 180, 
-278, 287, 566, -4, -422, 427, 244, 395, 492, 326, 195, 170, 
-258, 273, 531, -7, -395, 402, 219, 380, 463, 307, 175, 170, 
-239, 253, 492, -7, -366, 373, 219, 361, 424, 273, 146, 161, 
-234, 234, 468, 0, -351, 351, 209, 346, 400, 244, 107, 156, 
-204, 214, 419, -4, -312, 317, 190, 331, 370, 224, 78, 165, 
-185, 195, 380, -4, -283, 287, 170, 302, 346, 214, 53, 165, 
-161, 175, 336, -7, -248, 256, 151, 278, 322, 195, 24, 146, 
-146, 175, 322, -14, -234, 248, 141, 253, 292, 175, -4, 141, 
-122, 151, 273, -14, -197, 212, 136, 234, 263, 156, -29, 126, 
-117, 117, 234, 0, -175, 175, 126, 209, 229, 131, -53, 122, 
-112, 112, 224, 0, -168, 168, 112, 180, 200, 97, -78, 112, 
-97, 102, 200, -2, -148, 151, 107, 161, 170, 73, -102, 92, 
-87, 92, 180, -2, -134, 136, 97, 146, 146, 63, -117, 87, 
-73, 68, 141, 2, -107, 104, 92, 131, 126, 29, -136, 78, 
-63, 73, 136, -4, -100, 104, 87, 117, 122, 19, -156, 73, 
-58, 68, 126, -4, -92, 97, 87, 102, 122, 19, -170, 68, 
-68, 48, 117, 9, -92, 82, 87, 102, 107, 4, -180, 58, 
-53, 39, 92, 7, -73, 65, 87, 97, 92, 0, -190, 48, 
-53, 34, 87, 9, -70, 61, 82, 92, 78, 0, -209, 53, 
-53, 34, 87, 9, -70, 61, 82, 87, 58, -4, -219, 48, 
-68, 24, 92, 21, -80, 58, 82, 87, 39, -14, -239, 34, 
-78, 19, 97, 29, -87, 58, 78, 73, 34, -29, -253, 29, 
-82, 19, 102, 31, -92, 61, 78, 68, 34, -39, -258, 29, 
-82, 19, 102, 31, -92, 61, 78, 63, 34, -53, -263, 29, 
-92, 4, 97, 43, -95, 51, 78, 68, 34, -53, -278, 19, 
-92, -9, 82, 51, -87, 36, 78, 63, 29, -63, -283, 9, 
-97, -14, 82, 56, -90, 34, 78, 58, 29, -68, -292, 4, 
-97, -19, 78, 58, -87, 29, 68, 58, 24, -63, -297, 0, 
-82, -9, 73, 46, -78, 31, 58, 48, 4, -73, -307, -4, 
-68, -9, 58, 39, -63, 24, 63, 43, 0, -78, -317, -9, 
-63, -9, 53, 36, -58, 21, 68, 39, -9, -82, -322, -14, 
-63, -9, 53, 36, -58, 21, 68, 34, -14, -87, -326, -24, 
-78, -14, 63, 46, -70, 24, 82, 39, -9, -87, -317, -14, 
-78, -14, 63, 46, -70, 24, 82, 43, -4, -82, -312, -9, 
-78, -19, 58, 48, -68, 19, 87, 48, 0, -78, -312, -4, 
-68, -14, 53, 41, -61, 19, 92, 53, 9, -78, -312, 0, 
-73, -24, 48, 48, -61, 12, 102, 63, 14, -68, -312, 0, 
-78, -19, 58, 48, -68, 19, 102, 68, 24, -53, -312, 0, 
-82, -9, 73, 46, -78, 31, 102, 68, 29, -53, -307, 0, 
-68, -4, 63, 36, -65, 29, 102, 68, 34, -58, -307, 0, 
-68, -14, 53, 41, -61, 19, 102, 63, 29, -63, -317, -9, 
-68, -14, 53, 41, -61, 19, 97, 58, 24, -68, -317, -9, 
-68, -14, 53, 41, -61, 19, 92, 53, 19, -78, -322, 0, 
-63, -14, 48, 39, -56, 17, 87, 48, 14, -82, -322, 0, 
-68, -9, 58, 39, -63, 24, 87, 48, 19, -82, -331, -14, 
-73, -9, 63, 41, -68, 26, 82, 43, 19, -78, -336, -14, 
-82, -4, 78, 43, -80, 36, 82, 39, 19, -78, -341, -14, 
-87, -4, 82, 46, -85, 39, 82, 34, 19, -78, -356, -19, 
-63, 29, 92, 17, -78, 61, 112, 53, 53, -58, -346, 0, 
-87, 29, 117, 29, -102, 73, 102, 53, 43, -63, -361, -9, 
-97, 0, 97, 48, -97, 48, 107, 68, 48, -58, -351, -9, 
-92, 14, 107, 39, -100, 61, 107, 58, 39, -58, -361, 0, 
-87, 19, 107, 34, -97, 63, 107, 58, 39, -58, -361, 0, 
-82, 24, 107, 29, -95, 65, 107, 58, 39, -58, -361, 0, 
-78, 29, 107, 24, -92, 68, 107, 58, 39, -58, -361, 0, 
-82, 34, 117, 24, -100, 75, 102, 58, 53, -39, -361, 4, 
-92, 34, 126, 29, -109, 80, 102, 63, 58, -34, -361, 9, 
-102, 29, 131, 36, -117, 80, 102, 68, 63, -34, -361, 14, 
-107, 34, 141, 36, -124, 87, 102, 73, 68, -29, -351, 14, 
-87, 48, 136, 19, -112, 92, 107, 68, 68, -29, -336, 14, 
-78, 68, 146, 4, -112, 107, 107, 63, 68, -29, -336, 19, 
-68, 82, 151, -7, -109, 117, 107, 58, 78, -24, -331, 19, 
-58, 87, 146, -14, -102, 117, 107, 53, 92, -24, -326, 24, 
-63, 92, 156, -14, -109, 124, 122, 63, 92, -29, -322, 34, 
-68, 112, 180, -21, -124, 146, 122, 63, 102, -19, -322, 39, 
-68, 126, 195, -29, -131, 161, 126, 63, 112, -19, -317, 48, 
-73, 126, 200, -26, -136, 163, 126, 63, 112, -19, -312, 48, 
-63, 117, 180, -26, -122, 148, 112, 68, 112, -4, -326, 43, 
-63, 107, 170, -21, -117, 139, 107, 68, 112, -4, -326, 43, 
-63, 107, 170, -21, -117, 139, 102, 63, 112, -4, -331, 43, 
-63, 117, 180, -26, -122, 148, 87, 58, 107, -4, -336, 39, 
-53, 112, 165, -29, -109, 139, 78, 68, 112, -4, -336, 29, 
-48, 102, 151, -26, -100, 126, 73, 73, 112, -14, -336, 29, 
-43, 92, 136, -24, -90, 114, 68, 73, 102, -14, -336, 29, 
-39, 87, 126, -24, -82, 107, 53, 73, 97, -24, -336, 29, 
-39, 73, 112, -17, -75, 92, 58, 73, 97, -14, -326, 34, 
-34, 63, 97, -14, -65, 80, 48, 78, 97, -14, -331, 34, 
-19, 48, 68, -14, -43, 58, 48, 87, 97, -19, -336, 29, 
-14, 24, 39, -4, -26, 31, 43, 92, 82, -24, -346, 29, 
-24, 34, 58, -4, -41, 46, 34, 87, 68, -34, -331, 24, 
-24, 29, 53, -2, -39, 41, 34, 78, 63, -43, -317, 9, 
-19, 19, 39, 0, -29, 29, 34, 73, 53, -48, -302, 0, 
-19, 9, 29, 4, -24, 19, 34, 73, 39, -68, -297, -9, 
-34, 24, 58, 4, -46, 41, 43, 82, 29, -68, -263, -9, 
-43, 19, 63, 12, -53, 41, 48, 92, 34, -68, -234, -9, 
-34, 24, 58, 4, -46, 41, 53, 97, 34, -73, -204, -9, 
-34, 34, 68, 0, -51, 51, 53, 97, 39, -73, -175, -14, 
-34, 24, 58, 4, -46, 41, 58, 102, 43, -63, -151, -4, 
-24, 14, 39, 4, -31, 26, 63, 107, 48, -58, -136, 4, 
-19, 4, 24, 7, -21, 14, 68, 117, 48, -53, -117, 19, 
-19, 4, 24, 7, -21, 14, 73, 122, 48, -53, -102, 29, 
-19, 9, 29, 4, -24, 19, 68, 107, 43, -58, -107, 19, 
-29, 4, 34, 12, -31, 19, 73, 102, 39, -68, -107, 14, 
-34, -4, 29, 19, -31, 12, 73, 97, 34, -73, -107, 9, 
-43, -4, 39, 24, -41, 17, 73, 92, 29, -78, -112, -4, 
-73, -9, 63, 41, -68, 26, 97, 92, 34, -73, -112, -4, 
-82, -24, 58, 53, -70, 17, 102, 97, 39, -73, -112, -4, 
-107, -34, 73, 70, -90, 19, 126, 102, 43, -73, -112, -9, 
-107, -39, 68, 73, -87, 14, 136, 117, 53, -73, -112, -9, 
-112, -43, 68, 78, -90, 12, 126, 117, 43, -63, -122, -9, 
-112, -43, 68, 78, -90, 12, 131, 117, 43, -63, -122, -9, 
-117, -43, 73, 80, -95, 14, 126, 117, 43, -63, -126, -9, 
-117, -43, 73, 80, -95, 14, 122, 117, 43, -63, -131, -9, 
-107, -48, 58, 78, -82, 4, 122, 117, 43, -73, -122, -4, 
-102, -43, 58, 73, -80, 7, 122, 117, 39, -73, -117, -9, 
-92, -39, 53, 65, -73, 7, 126, 117, 34, -78, -107, -4, 
-82, -34, 48, 58, -65, 7, 126, 117, 34, -78, -92, 0, 
-78, -29, 48, 53, -63, 9, 131, 122, 29, -78, -82, -4, 
-82, -29, 53, 56, -68, 12, 131, 126, 29, -78, -82, -4, 
-78, -24, 53, 51, -65, 14, 131, 131, 29, -78, -87, -4, 
-73, -24, 48, 48, -61, 12, 131, 136, 29, -78, -87, -4, 
-73, -39, 34, 56, -53, -2, 117, 126, 24, -92, -102, -4, 
-82, -39, 43, 61, -63, 2, 117, 126, 19, -97, -107, -4, 
-92, -39, 53, 65, -73, 7, 117, 122, 19, -102, -112, -4, 
-112, -43, 68, 78, -90, 12, 117, 122, 19, -107, -117, -9, 
-97, -63, 34, 80, -65, -14, 122, 122, 29, -92, -117, -9, 
-82, -63, 19, 73, -51, -21, 126, 122, 34, -87, -112, -4, 
-78, -58, 19, 68, -48, -19, 131, 122, 39, -82, -107, -4, 
-73, -58, 14, 65, -43, -21, 136, 122, 43, -82, -102, -4, 
-78, -29, 48, 53, -63, 9, 131, 122, 39, -82, -107, -14, 
-87, -39, 48, 63, -68, 4, 131, 126, 34, -92, -117, -14, 
-78, -43, 34, 61, -56, -4, 146, 141, 48, -82, -102, -4, 
-68, -14, 53, 41, -61, 19, 161, 170, 78, -63, -82, 4, 
-78, -29, 48, 53, -63, 9, 165, 204, 107, -58, -73, 4, 
-87, -68, 19, 78, -53, -24, 165, 219, 117, -48, -73, 0, 
-53, -48, 4, 51, -29, -21, 146, 258, 126, -34, -63, 14, 
4, -29, -34, 12, 19, -31, 126, 297, 126, -34, -53, 34, 
39, -43, -82, 2, 61, -63, 97, 322, 112, -34, -43, 39, 
68, -39, -107, -14, 87, -73, 43, 356, 107, -24, -34, 58, 
107, -4, -112, -51, 109, -58, 0, 414, 102, -4, -9, 102, 
200, 34, -165, -117, 183, -65, -63, 453, 73, -4, 9, 136, 
302, 43, -258, -173, 280, -107, -151, 458, 39, -14, 4, 146, 
351, 73, -278, -212, 314, -102, -229, 439, 9, -19, 24, 161, 
409, 107, -302, -258, 356, -97, -302, 395, -19, -14, 39, 200, 
488, 126, -361, -307, 424, -117, -395, 322, -87, -34, 48, 224, 
556, 131, -424, -344, 490, -146, -497, 244, -195, -68, 58, 263, 
600, 117, -483, -358, 541, -183, -585, 170, -307, -122, 48, 287, 
600, 87, -512, -344, 556, -212, -644, 82, -439, -190, 9, 283, 
600, 73, -527, -336, 563, -226, -707, -39, -580, -278, -43, 263, 
634, 39, -595, -336, 614, -278, -795, -156, -727, -366, -82, 273, 
717, 29, -688, -373, 702, -329, -922, -278, -844, -448, -102, 292, 
849, 53, -795, -451, 822, -370, -1058, -380, -932, -492, -102, 322, 
971, 68, -902, -519, 936, -417, -1137, -429, -1000, -527, -102, 351, 
1039, 29, -1010, -534, 1024, -490, -1215, -473, -1049, -566, -102, 370, 
1122, -19, -1141, -551, 1132, -580, -1298, -546, -1102, -605, -117, 380, 
1205, -39, -1244, -583, 1224, -641, -1366, -634, -1161, -644, -136, 385, 
1224, -97, -1322, -563, 1273, -710, -1385, -678, -1205, -673, -170, 370, 
1215, -165, -1381, -524, 1298, -773, -1371, -717, -1249, -717, -195, 341, 
1273, -209, -1483, -531, 1378, -846, -1371, -766, -1312, -780, -258, 312, 
1371, -253, -1625, -558, 1498, -939, -1361, -805, -1376, -858, -317, 268, 
1420, -317, -1737, -551, 1578, -1027, -1342, -854, -1415, -912, -366, 234, 
1395, -385, -1781, -505, 1588, -1083, -1302, -922, -1454, -976, -414, 195, 
1322, -488, -1810, -417, 1566, -1149, -1239, -976, -1493, -1044, -488, 126, 
1268, -566, -1834, -351, 1551, -1200, -1141, -990, -1493, -1078, -541, 63, 
1220, -624, -1844, -297, 1532, -1234, -1049, -990, -1468, -1083, -561, 14, 
1180, -668, -1849, -256, 1515, -1259, -980, -976, -1439, -1098, -595, -24, 
1180, -697, -1878, -241, 1529, -1288, -941, -932, -1420, -1098, -624, -63, 
1180, -697, -1878, -241, 1529, -1288, -902, -917, -1390, -1093, -644, -97, 
1112, -741, -1854, -185, 1483, -1298, -863, -936, -1385, -1102, -673, -131, 
1058, -790, -1849, -134, 1454, -1320, -805, -946, -1385, -1151, -727, -209, 
1054, -800, -1854, -126, 1454, -1327, -751, -927, -1376, -1190, -790, -287, 
1049, -810, -1859, -119, 1454, -1334, -702, -907, -1361, -1210, -854, -351, 
1010, -849, -1859, -80, 1434, -1354, -653, -873, -1337, -1224, -897, -414, 
946, -888, -1834, -29, 1390, -1361, -590, -795, -1312, -1224, -922, -468, 
902, -927, -1830, 12, 1366, -1378, -531, -732, -1259, -1195, -912, -492, 
897, -878, -1776, -9, 1337, -1327, -492, -683, -1200, -1141, -893, -488, 
888, -795, -1683, -46, 1285, -1239, -473, -644, -1122, -1088, -854, -468, 
849, -751, -1600, -48, 1224, -1176, -458, -614, -1058, -1029, -810, -444, 
795, -692, -1488, -51, 1141, -1090, -429, -595, -980, -971, -771, -414, 
771, -624, -1395, -73, 1083, -1010, -409, -570, -912, -907, -722, -380, 
751, -575, -1327, -87, 1039, -951, -380, -527, -839, -849, -683, -346, 
727, -517, -1244, -104, 985, -880, -356, -468, -766, -800, -634, -326, 
727, -444, -1171, -141, 949, -807, -351, -400, -688, -741, -585, -302, 
727, -395, -1122, -165, 924, -758, -336, -322, -610, -673, -541, -273, 
702, -361, -1063, -170, 883, -712, -322, -258, -551, -619, -512, -258, 
663, -326, -990, -168, 827, -658, -287, -209, -517, -590, -492, -258, 
590, -297, -888, -146, 739, -592, -248, -141, -463, -566, -458, -253, 
546, -244, -790, -151, 668, -517, -209, -87, -390, -492, -414, -219, 
502, -156, -658, -173, 580, -407, -175, -68, -341, -444, -366, -185, 
414, -146, -561, -134, 488, -353, -131, -53, -287, -419, -326, -161, 
317, -161, -478, -78, 397, -319, -82, -34, -224, -356, -278, -122, 
248, -126, -375, -61, 312, -251, -29, -19, -161, -302, -234, -87, 
156, -68, -224, -43, 190, -146, 9, -9, -107, -263, -200, -68, 
48, -63, -112, 7, 80, -87, 63, 9, -48, -224, -151, -53, 
-48, -43, 4, 46, -26, -19, 117, 53, 4, -170, -112, -19, 
-126, -29, 97, 78, -112, 34, 156, 73, 43, -131, -87, -9, 
-161, -19, 141, 90, -151, 61, 165, 78, 68, -117, -68, -4, 
-161, 0, 161, 80, -161, 80, 185, 87, 87, -97, -53, 0, 
-170, 29, 200, 70, -185, 114, 209, 82, 97, -78, -43, 9, 
-190, 39, 229, 75, -209, 134, 219, 87, 112, -78, -39, 4, 
-200, 39, 239, 80, -219, 139, 224, 92, 126, -63, -24, 14, 
-204, 34, 239, 85, -222, 136, 229, 92, 131, -58, -24, 14, 
-219, 24, 244, 97, -231, 134, 229, 92, 131, -53, -24, 14, 
-224, 19, 244, 102, -234, 131, 229, 92, 136, -53, -24, 9, 
-214, 29, 244, 92, -229, 136, 224, 87, 141, -53, -34, 4, 
-219, 29, 248, 95, -234, 139, 219, 87, 141, -48, -34, 4, 
-224, 29, 253, 97, -239, 141, 219, 78, 141, -43, -39, 9, 
-224, 29, 253, 97, -239, 141, 214, 78, 141, -43, -39, 9, 
-219, 39, 258, 90, -239, 148, 229, 78, 131, -48, -48, 4, 
-224, 43, 268, 90, -246, 156, 234, 78, 141, -48, -39, 9, 
-229, 43, 273, 92, -251, 158, 239, 78, 146, -48, -34, 9, 
-209, 58, 268, 75, -239, 163, 239, 82, 151, -48, -34, 4, 
-209, 48, 258, 80, -234, 153, 239, 92, 156, -34, -29, 14, 
-234, 34, 268, 100, -251, 151, 239, 97, 156, -34, -19, 19, 
-248, 24, 273, 112, -261, 148, 234, 97, 156, -34, -14, 9, 
-263, 14, 278, 124, -270, 146, 229, 92, 151, -34, -14, 14, 
-268, 14, 283, 126, -275, 148, 229, 82, 151, -39, -19, 14, 
-273, 19, 292, 126, -283, 156, 234, 82, 156, -39, -19, 14, 
-278, 19, 297, 129, -287, 158, 234, 82, 156, -29, -14, 14, 
-283, 29, 312, 126, -297, 170, 239, 82, 156, -29, -14, 14, 
-258, 53, 312, 102, -285, 183, 229, 73, 175, -14, 0, 29, 
-253, 58, 312, 97, -283, 185, 229, 82, 180, -14, 0, 39, 
-248, 73, 322, 87, -285, 197, 234, 82, 185, -14, 4, 39, 
-234, 97, 331, 68, -283, 214, 239, 82, 185, -14, 4, 39, 
-244, 87, 331, 78, -287, 209, 253, 87, 195, -4, 4, 48, 
-248, 82, 331, 82, -290, 207, 258, 92, 200, 0, 9, 43, 
-263, 82, 346, 90, -305, 214, 263, 102, 200, 0, 9, 43, 
-273, 73, 346, 100, -309, 209, 268, 107, 200, 0, 9, 43, 
-283, 73, 356, 104, -319, 214, 268, 102, 200, 0, 9, 39, 
-287, 73, 361, 107, -324, 217, 273, 107, 209, 9, 9, 34, 
-292, 78, 370, 107, -331, 224, 268, 102, 224, 14, 19, 29, 
-297, 87, 385, 104, -341, 236, 263, 102, 224, 19, 19, 19, 
-307, 87, 395, 109, -351, 241, 283, 117, 244, 19, 29, 29, 
-307, 82, 390, 112, -348, 236, 283, 122, 248, 19, 29, 34, 
-307, 78, 385, 114, -346, 231, 283, 131, 253, 24, 39, 39, 
-317, 73, 390, 122, -353, 231, 292, 136, 258, 24, 39, 39, 
-322, 82, 405, 119, -363, 244, 297, 136, 273, 43, 48, 53, 
-322, 87, 409, 117, -366, 248, 297, 141, 287, 53, 53, 53, 
-341, 92, 434, 124, -387, 263, 302, 141, 287, 58, 58, 58, 
-351, 102, 453, 124, -402, 278, 307, 141, 292, 68, 68, 58, 
-351, 112, 463, 119, -407, 287, 302, 141, 287, 82, 78, 53, 
-351, 122, 473, 114, -412, 297, 297, 141, 297, 87, 78, 48, 
-366, 131, 497, 117, -431, 314, 307, 146, 312, 92, 92, 43, 
-361, 146, 507, 107, -434, 326, 317, 146, 326, 97, 92, 39, 
-375, 151, 527, 112, -451, 339, 322, 151, 331, 107, 97, 43, 
-390, 151, 541, 119, -466, 346, 336, 151, 341, 117, 102, 48, 
-395, 146, 541, 124, -468, 344, 346, 156, 351, 122, 112, 48, 
-400, 146, 546, 126, -473, 346, 356, 161, 356, 126, 122, 48, 
-409, 170, 580, 119, -495, 375, 370, 170, 366, 141, 131, 39, 
-419, 175, 595, 122, -507, 385, 380, 195, 390, 151, 136, 43, 
-439, 185, 624, 126, -531, 405, 395, 204, 400, 156, 141, 43, 
-463, 195, 658, 134, -561, 427, 405, 209, 429, 165, 146, 43, 
-473, 190, 663, 141, -568, 427, 405, 219, 434, 175, 165, 34, 
-478, 185, 663, 146, -570, 424, 409, 224, 448, 180, 175, 19, 
-492, 185, 678, 153, -585, 431, 414, 234, 453, 180, 175, 14, 
-502, 185, 688, 158, -595, 436, 434, 248, 473, 195, 175, 14, 
-502, 204, 707, 148, -605, 456, 434, 258, 483, 214, 195, 9, 
-507, 214, 722, 146, -614, 468, 434, 268, 497, 229, 200, 4, 
-512, 234, 746, 139, -629, 490, 453, 273, 512, 239, 200, 0, 
-517, 268, 785, 124, -651, 527, 453, 287, 517, 248, 204, -4, 
-546, 268, 814, 139, -680, 541, 468, 302, 551, 273, 239, 4, 
-551, 263, 814, 143, -683, 539, 488, 317, 585, 292, 253, 14, 
-566, 253, 819, 156, -692, 536, 497, 341, 605, 322, 263, 14, 
-580, 248, 829, 165, -705, 539, 512, 361, 634, 331, 278, 14, 
-580, 248, 829, 165, -705, 539, 507, 375, 639, 326, 273, 9, 
-585, 258, 844, 163, -714, 551, 517, 400, 653, 341, 278, 14, 
-585, 273, 858, 156, -722, 566, 527, 434, 673, 361, 302, 14, 
-590, 287, 878, 151, -734, 583, 527, 453, 678, 370, 302, 9, 
-590, 292, 883, 148, -736, 588, 522, 468, 692, 390, 312, 0, 
-590, 312, 902, 139, -746, 607, 522, 488, 707, 400, 322, 14, 
-595, 312, 907, 141, -751, 610, 522, 517, 722, 419, 341, 19, 
-595, 322, 917, 136, -756, 619, 522, 531, 727, 429, 351, 29, 
-570, 336, 907, 117, -739, 622, 502, 541, 736, 444, 361, 24, 
-551, 351, 902, 100, -727, 627, 488, 551, 741, 458, 370, 29, 
-546, 361, 907, 92, -727, 634, 468, 570, 746, 463, 375, 24, 
-527, 361, 888, 82, -707, 624, 453, 575, 746, 468, 380, 24, 
-507, 351, 858, 78, -683, 605, 444, 575, 736, 483, 395, 43, 
-492, 361, 854, 65, -673, 607, 429, 575, 736, 497, 414, 58, 
-483, 370, 854, 56, -668, 612, 405, 575, 732, 502, 429, 73, 
-463, 370, 834, 46, -649, 602, 395, 575, 722, 507, 439, 78, 
-468, 361, 829, 53, -649, 595, 385, 566, 707, 502, 434, 82, 
-448, 356, 805, 46, -627, 580, 370, 551, 697, 497, 434, 82, 
-409, 336, 746, 36, -578, 541, 351, 546, 678, 492, 439, 82, 
-405, 331, 736, 36, -570, 534, 322, 531, 658, 483, 439, 82, 
-375, 341, 717, 17, -546, 529, 302, 512, 624, 458, 434, 73, 
-322, 346, 668, -12, -495, 507, 278, 502, 605, 439, 419, 73, 
-292, 341, 634, -24, -463, 488, 263, 478, 575, 419, 405, 68, 
-253, 326, 580, -36, -417, 453, 248, 458, 546, 405, 395, 63, 
-234, 302, 536, -34, -385, 419, 214, 434, 507, 400, 385, 53, 
-209, 292, 502, -41, -356, 397, 190, 409, 473, 375, 380, 43, 
-185, 278, 463, -46, -324, 370, 190, 380, 429, 336, 366, 24, 
-175, 263, 439, -43, -307, 351, 180, 356, 400, 302, 341, 9, 
-146, 258, 405, -56, -275, 331, 161, 322, 361, 283, 317, -9, 
-126, 244, 370, -58, -248, 307, 141, 292, 336, 273, 307, -19, 
-102, 229, 331, -63, -217, 280, 122, 268, 312, 253, 292, -48, 
-87, 234, 322, -73, -204, 278, 112, 244, 283, 234, 278, -63, 
-78, 195, 273, -58, -175, 234, 117, 239, 253, 219, 268, -73, 
-78, 146, 224, -34, -151, 185, 107, 219, 219, 200, 248, -82, 
-78, 126, 204, -24, -141, 165, 92, 195, 190, 170, 229, -97, 
-68, 102, 170, -17, -119, 136, 87, 180, 161, 151, 209, -122, 
-68, 87, 156, -9, -112, 122, 102, 175, 141, 136, 204, -136, 
-63, 58, 122, 2, -92, 90, 102, 161, 126, 107, 195, -146, 
-63, 58, 122, 2, -92, 90, 102, 146, 126, 102, 185, -151, 
-68, 48, 117, 9, -92, 82, 107, 131, 131, 107, 180, -156, 
-68, 43, 112, 12, -90, 78, 97, 126, 131, 97, 175, -161, 
-53, 39, 92, 7, -73, 65, 97, 117, 122, 97, 170, -175, 
-53, 39, 92, 7, -73, 65, 92, 107, 112, 102, 156, -175, 
-53, 43, 97, 4, -75, 70, 92, 97, 97, 102, 151, -185, 
-43, 58, 102, -7, -73, 80, 73, 97, 73, 92, 146, -200, 
-48, 58, 107, -4, -78, 82, 68, 82, 63, 78, 136, -204, 
-48, 63, 112, -7, -80, 87, 68, 78, 58, 68, 136, -204, 
-43, 68, 112, -12, -78, 90, 68, 73, 53, 53, 136, -204, 
-43, 63, 107, -9, -75, 85, 78, 68, 53, 58, 146, -209, 
-43, 48, 92, -2, -68, 70, 78, 63, 48, 53, 146, -214, 
-48, 43, 92, 2, -70, 68, 78, 58, 48, 53, 141, -214, 
-48, 39, 87, 4, -68, 63, 68, 58, 43, 63, 141, -214, 
-58, 43, 102, 7, -80, 73, 58, 63, 29, 58, 136, -214, 
-48, 39, 87, 4, -68, 63, 63, 63, 29, 58, 131, -214, 
-48, 34, 82, 7, -65, 58, 68, 63, 24, 58, 131, -214, 
