I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
-434, 204, 639, 114, -536, 422, 292, 229, 566, 419, 263, -131, 
-444, 190, 634, 126, -539, 412, 302, 253, 575, 434, 258, -136, 
-453, 180, 634, 136, -544, 407, 317, 273, 595, 429, 258, -141, 
-453, 190, 644, 131, -549, 417, 336, 297, 614, 439, 273, -141, 
-458, 209, 668, 124, -563, 439, 351, 322, 634, 458, 278, -131, 
-458, 234, 692, 112, -575, 463, 366, 356, 658, 483, 302, -126, 
-463, 258, 722, 102, -592, 490, 370, 375, 668, 497, 302, -126, 
-478, 253, 732, 112, -605, 492, 356, 375, 683, 512, 312, -117, 
-483, 273, 756, 104, -619, 514, 346, 380, 697, 527, 322, -102, 
-492, 273, 766, 109, -629, 519, 336, 395, 712, 551, 341, -97, 
-497, 283, 780, 107, -639, 531, 326, 395, 717, 566, 351, -87, 
-478, 278, 756, 100, -617, 517, 317, 395, 722, 561, 346, -97, 
-453, 283, 736, 85, -595, 509, 312, 405, 722, 566, 341, -97, 
-444, 283, 727, 80, -585, 505, 302, 424, 722, 561, 331, -107, 
-419, 273, 692, 73, -556, 483, 297, 429, 717, 556, 322, -112, 
-424, 283, 707, 70, -566, 495, 292, 439, 722, 561, 336, -82, 
-414, 302, 717, 56, -566, 509, 283, 439, 727, 575, 356, -68, 
-409, 322, 732, 43, -570, 527, 263, 439, 727, 580, 370, -53, 
-395, 331, 727, 31, -561, 529, 258, 439, 722, 585, 380, -48, 
-380, 346, 727, 17, -553, 536, 248, 429, 717, 595, 395, -34, 
-351, 356, 707, -2, -529, 531, 234, 414, 707, 595, 395, -24, 
-302, 351, 653, -24, -478, 502, 214, 409, 688, 595, 400, -14, 
-287, 361, 649, -36, -468, 505, 185, 395, 668, 590, 400, -4, 
-273, 346, 619, -36, -446, 483, 175, 380, 653, 566, 395, -9, 
-234, 336, 570, -51, -402, 453, 151, 366, 634, 546, 380, -4, 
-219, 317, 536, -48, -378, 427, 136, 336, 605, 527, 366, -4, 
-195, 287, 483, -46, -339, 385, 122, 312, 575, 512, 356, -4, 
-200, 283, 483, -41, -341, 383, 97, 283, 541, 502, 361, 4, 
-180, 283, 463, -51, -322, 373, 73, 263, 512, 483, 361, 4, 
-161, 278, 439, -58, -300, 358, 73, 239, 473, 448, 351, -4, 
-156, 273, 429, -58, -292, 351, 63, 219, 448, 419, 331, -9, 
-136, 248, 385, -56, -261, 317, 53, 195, 400, 390, 307, -9, 
-117, 224, 341, -53, -229, 283, 34, 165, 375, 380, 297, -9, 
-92, 200, 292, -53, -192, 246, 14, 141, 351, 361, 283, -29, 
-78, 195, 273, -58, -175, 234, 4, 117, 322, 341, 268, -34, 
-68, 170, 239, -51, -153, 204, 4, 102, 307, 322, 263, -39, 
-68, 136, 204, -34, -136, 170, 0, 82, 278, 307, 248, -43, 
-68, 131, 200, -31, -134, 165, -9, 58, 253, 283, 234, -53, 
-58, 122, 180, -31, -119, 151, -9, 43, 229, 268, 219, -73, 
-58, 97, 156, -19, -107, 126, -14, 24, 190, 248, 214, -82, 
-53, 68, 122, -7, -87, 95, -24, 4, 165, 214, 204, -87, 
-53, 68, 122, -7, -87, 95, -34, -14, 156, 204, 195, -87, 
-58, 58, 117, 0, -87, 87, -39, -34, 151, 204, 190, -87, 
-48, 43, 92, 2, -70, 68, -29, -29, 126, 170, 175, -102, 
-34, 39, 73, -2, -53, 56, -29, -39, 112, 156, 161, -117, 
-34, 39, 73, -2, -53, 56, -34, -48, 97, 146, 136, -117, 
-34, 43, 78, -4, -56, 61, -34, -58, 78, 131, 122, -126, 
-34, 39, 73, -2, -53, 56, -34, -58, 68, 122, 126, -141, 
-39, 29, 68, 4, -53, 48, -39, -73, 63, 117, 117, -146, 
-39, 24, 63, 7, -51, 43, -39, -78, 63, 117, 117, -146, 
-34, 19, 53, 7, -43, 36, -39, -82, 63, 112, 117, -146, 
-24, 24, 48, 0, -36, 36, -34, -78, 68, 117, 117, -141, 
-14, 19, 34, -2, -24, 26, -29, -82, 68, 112, 117, -146, 
-9, 24, 34, -7, -21, 29, -24, -87, 73, 112, 112, -146, 
0, 29, 29, -14, -14, 29, -29, -87, 73, 122, 112, -146, 
-24, 14, 39, 4, -31, 26, -29, -82, 63, 122, 107, -146, 
-39, 9, 48, 14, -43, 29, -24, -82, 58, 117, 102, -146, 
-63, 4, 68, 29, -65, 36, -19, -82, 48, 112, 102, -146, 
-92, 0, 92, 46, -92, 46, -19, -82, 43, 107, 102, -151, 
-78, 9, 87, 34, -82, 48, -19, -82, 53, 107, 112, -151, 
-68, 14, 82, 26, -75, 48, -24, -82, 53, 112, 117, -146, 
-58, 14, 73, 21, -65, 43, -24, -82, 53, 117, 117, -141, 
-39, 24, 63, 7, -51, 43, -24, -82, 58, 117, 117, -136, 
-58, -4, 53, 31, -56, 24, -19, -73, 58, 107, 112, -146, 
-68, -9, 58, 39, -63, 24, -14, -68, 63, 122, 107, -146, 
-78, -9, 68, 43, -73, 29, -9, -68, 63, 122, 107, -146, 
-68, -14, 53, 41, -61, 19, -4, -68, 63, 117, 102, -146, 
-58, -9, 48, 34, -53, 19, 0, -78, 73, 122, 107, -131, 
-58, -4, 53, 31, -56, 24, 0, -78, 73, 126, 112, -126, 
-58, 0, 58, 29, -58, 29, 0, -78, 73, 126, 112, -112, 
-53, 4, 58, 24, -56, 31, 0, -78, 73, 131, 117, -107, 
-58, -4, 53, 31, -56, 24, 0, -82, 68, 136, 112, -122, 
-63, -9, 53, 36, -58, 21, -4, -82, 68, 136, 112, -122, 
-73, -9, 63, 41, -68, 26, -4, -82, 68, 131, 112, -122, 
-78, -14, 63, 46, -70, 24, -4, -82, 68, 126, 102, -126, 
-73, -9, 63, 41, -68, 26, 14, -63, 73, 117, 97, -126, 
-78, -9, 68, 43, -73, 29, 14, -63, 73, 122, 107, -126, 
-78, -9, 68, 43, -73, 29, 19, -58, 82, 131, 107, -126, 
-78, -9, 68, 43, -73, 29, 24, -58, 87, 141, 107, -126, 
-39, 39, 78, 0, -58, 58, 14, -58, 87, 141, 107, -112, 
-34, 58, 92, -12, -63, 75, 4, -58, 87, 141, 107, -107, 
-48, 29, 78, 9, -63, 53, 19, -48, 97, 156, 117, -97, 
-58, 19, 78, 19, -68, 48, 9, -53, 97, 156, 117, -87, 
-58, 19, 78, 19, -68, 48, 9, -58, 97, 156, 117, -87, 
-58, 19, 78, 19, -68, 48, 9, -63, 97, 156, 117, -87, 
-58, 19, 78, 19, -68, 48, 9, -68, 97, 156, 117, -87, 
-48, 34, 82, 7, -65, 58, 14, -68, 107, 165, 126, -73, 
-53, 43, 97, 4, -75, 70, 14, -63, 107, 170, 126, -68, 
-58, 48, 107, 4, -82, 78, 14, -58, 107, 170, 126, -63, 
-58, 63, 122, -2, -90, 92, 14, -53, 107, 175, 136, -63, 
-63, 73, 136, -4, -100, 104, 29, -43, 117, 190, 141, -43, 
-68, 87, 156, -9, -112, 122, 29, -43, 117, 195, 141, -39, 
-73, 97, 170, -12, -122, 134, 29, -43, 126, 204, 146, -39, 
-78, 97, 175, -9, -126, 136, 29, -43, 141, 209, 151, -34, 
-68, 92, 161, -12, -114, 126, 34, -43, 131, 214, 146, -34, 
-68, 112, 180, -21, -124, 146, 34, -43, 141, 224, 146, -29, 
-63, 126, 190, -31, -126, 158, 39, -43, 151, 224, 151, -19, 
-63, 126, 190, -31, -126, 158, 39, -43, 151, 224, 156, -19, 
-53, 136, 190, -41, -122, 163, 29, -39, 151, 219, 146, -29, 
-53, 126, 180, -36, -117, 153, 19, -39, 151, 219, 151, -24, 
-53, 126, 180, -36, -117, 153, 9, -43, 151, 219, 151, -19, 
-53, 136, 190, -41, -122, 163, -9, -48, 146, 219, 151, -19, 
-43, 126, 170, -41, -107, 148, -9, -43, 151, 224, 161, -4, 
-39, 122, 161, -41, -100, 141, -14, -34, 151, 219, 161, 0, 
-34, 117, 151, -41, -92, 134, -19, -29, 141, 224, 161, 4, 
-29, 117, 146, -43, -87, 131, -34, -24, 136, 219, 161, 9, 
-39, 112, 151, -36, -95, 131, -43, -24, 131, 214, 151, -4, 
-34, 102, 136, -34, -85, 119, -58, -19, 126, 209, 146, -4, 
-19, 87, 107, -34, -63, 97, -63, -9, 122, 200, 141, -9, 
-14, 63, 78, -24, -46, 70, -73, -4, 102, 190, 131, -9, 
-19, 63, 82, -21, -51, 73, -58, 0, 97, 190, 136, -4, 
-24, 58, 82, -17, -53, 70, -53, 0, 102, 190, 131, -9, 
-24, 48, 73, -12, -48, 61, -48, 4, 102, 195, 126, -9, 
-29, 39, 68, -4, -48, 53, -43, 14, 97, 185, 112, -9, 
-9, 34, 43, -12, -26, 39, -53, 14, 68, 161, 102, -24, 
-4, 19, 24, -7, -14, 21, -48, 14, 63, 156, 87, -29, 
19, 14, -4, -17, 12, 4, -43, 9, 53, 146, 73, -34, 
34, 14, -19, -24, 26, -2, -43, 0, 48, 141, 58, -43, 
29, 9, -19, -19, 24, -4, -43, 0, 39, 136, 58, -34, 
34, 4, -29, -19, 31, -12, -43, 0, 39, 136, 58, -34, 
34, 0, -34, -17, 34, -17, -43, 4, 34, 136, 63, -29, 
29, 4, -24, -17, 26, -9, -43, 4, 29, 131, 63, -29, 
39, 9, -29, -24, 34, -9, -34, 4, 39, 131, 58, -29, 
29, 4, -24, -17, 26, -9, -24, 4, 39, 126, 58, -24, 
24, -4, -29, -9, 26, -17, -19, 4, 39, 126, 58, -19, 
14, -4, -19, -4, 17, -12, -14, 4, 39, 126, 53, -24, 
-24, -9, 14, 17, -19, 2, 0, 4, 43, 131, 43, 0, 
-43, -24, 19, 34, -31, -2, 4, 9, 48, 131, 43, 4, 
-78, -34, 43, 56, -61, 4, 29, 14, 53, 131, 43, 4, 
-87, -39, 48, 63, -68, 4, 39, 29, 63, 131, 43, 9, 
-92, -43, 48, 68, -70, 2, 34, 29, 53, 131, 34, 19, 
-92, -43, 48, 68, -70, 2, 43, 29, 53, 131, 34, 19, 
-97, -43, 53, 70, -75, 4, 43, 29, 53, 131, 29, 19, 
-97, -43, 53, 70, -75, 4, 43, 29, 53, 131, 24, 19, 
-78, -39, 39, 58, -58, 0, 53, 29, 63, 131, 14, 29, 
-73, -34, 39, 53, -56, 2, 53, 29, 58, 131, 9, 19, 
-63, -29, 34, 46, -48, 2, 58, 29, 53, 126, 9, 19, 
-53, -24, 29, 39, -41, 2, 58, 29, 53, 126, 14, 19, 
-63, -39, 24, 51, -43, -7, 63, 29, 48, 117, 14, 24, 
-82, -48, 34, 65, -58, -7, 63, 29, 48, 117, 14, 24, 
-92, -53, 39, 73, -65, -7, 63, 29, 48, 117, 9, 24, 
-102, -63, 39, 82, -70, -12, 63, 29, 48, 117, 9, 24, 
-82, -58, 24, 70, -53, -17, 68, 29, 43, 112, 19, 34, 
-82, -48, 34, 65, -58, -7, 68, 29, 39, 107, 19, 34, 
-82, -39, 43, 61, -63, 2, 68, 24, 39, 102, 19, 34, 
-92, -34, 58, 63, -75, 12, 68, 24, 39, 97, 19, 29, 
-82, -53, 29, 68, -56, -12, 68, 24, 43, 107, 14, 34, 
-73, -53, 19, 63, -46, -17, 68, 24, 43, 107, 14, 43, 
-73, -48, 24, 61, -48, -12, 68, 24, 43, 107, 14, 48, 
-73, -48, 24, 61, -48, -12, 68, 24, 43, 102, 14, 53, 
-68, -39, 29, 53, -48, -4, 73, 34, 58, 112, 9, 53, 
-78, -39, 39, 58, -58, 0, 82, 58, 63, 112, 9, 53, 
-117, -63, 53, 90, -85, -4, 78, 73, 58, 102, 14, 43, 
-117, -92, 24, 104, -70, -34, 92, 92, 68, 102, 14, 43, 
-87, -78, 9, 82, -48, -34, 107, 117, 97, 117, 14, 43, 
-87, -48, 39, 68, -63, -4, 107, 131, 107, 126, 14, 48, 
-82, -48, 34, 65, -58, -7, 107, 161, 117, 131, 34, 53, 
-63, -48, 14, 56, -39, -17, 107, 180, 117, 131, 34, 73, 
-9, -43, -34, 26, 12, -39, 78, 204, 92, 131, 24, 87, 
68, -48, -117, -9, 92, -82, 34, 219, 78, 122, 14, 97, 
136, -53, -190, -41, 163, -122, -19, 258, 53, 112, 19, 92, 
180, -43, -224, -68, 202, -134, -73, 307, 34, 102, 19, 97, 
234, -14, -248, -109, 241, -131, -122, 370, 19, 102, 34, 126, 
322, 4, -317, -163, 319, -156, -170, 419, 0, 126, 73, 170, 
380, 9, -370, -195, 375, -180, -244, 405, -29, 122, 97, 190, 
409, 19, -390, -214, 400, -185, -346, 351, -68, 112, 107, 204, 
468, 53, -414, -261, 441, -180, -439, 292, -126, 117, 117, 253, 
570, 87, -483, -329, 527, -197, -527, 219, -229, 82, 126, 307, 
658, 87, -570, -373, 614, -241, -624, 122, -361, 4, 97, 322, 
649, 53, -595, -351, 622, -270, -707, 9, -502, -82, 53, 312, 
653, 29, -624, -341, 639, -297, -766, -117, -649, -180, 14, 312, 
746, 29, -717, -387, 732, -344, -824, -248, -805, -273, -14, 322, 
819, 14, -805, -417, 812, -395, -951, -361, -941, -356, -34, 331, 
863, 9, -854, -436, 858, -422, -1078, -478, -1039, -409, -43, 351, 
912, 9, -902, -461, 907, -446, -1166, -600, -1117, -458, -53, 370, 
1005, -29, -1034, -488, 1019, -531, -1259, -702, -1200, -507, -78, 370, 
1078, -68, -1146, -505, 1112, -607, -1327, -810, -1268, -556, -87, 385, 
1127, -68, -1195, -529, 1161, -631, -1385, -902, -1322, -605, -112, 400, 
1166, -87, -1254, -539, 1210, -671, -1400, -971, -1376, -658, -146, 390, 
1195, -170, -1366, -512, 1281, -768, -1381, -1010, -1420, -712, -190, 380, 
1224, -263, -1488, -480, 1356, -875, -1361, -1010, -1454, -771, -229, 366, 
1234, -307, -1542, -463, 1388, -924, -1351, -1039, -1522, -844, -297, 302, 
1259, -326, -1586, -466, 1422, -956, -1342, -1098, -1571, -907, -356, 234, 
1234, -448, -1683, -392, 1459, -1066, -1268, -1132, -1571, -936, -370, 204, 
1171, -605, -1776, -283, 1473, -1190, -1151, -1137, -1551, -951, -405, 161, 
1132, -653, -1786, -239, 1459, -1220, -1078, -1156, -1556, -985, -463, 73, 
1132, -668, -1800, -231, 1466, -1234, -1039, -1161, -1556, -1029, -527, -4, 
1093, -727, -1820, -183, 1456, -1273, -1000, -1137, -1527, -1039, -566, -53, 
1054, -766, -1820, -143, 1437, -1293, -941, -1083, -1498, -1044, -595, -97, 
1044, -761, -1805, -141, 1424, -1283, -902, -1063, -1473, -1044, -624, -122, 
1029, -780, -1810, -124, 1420, -1295, -854, -1063, -1454, -1054, -649, -151, 
985, -839, -1825, -73, 1405, -1332, -780, -1024, -1415, -1054, -683, -190, 
922, -888, -1810, -17, 1366, -1349, -702, -976, -1390, -1073, -727, -253, 
883, -897, -1781, 7, 1332, -1339, -653, -941, -1385, -1098, -780, -336, 
849, -907, -1756, 29, 1302, -1332, -610, -893, -1361, -1098, -824, -409, 
814, -927, -1742, 56, 1278, -1334, -561, -829, -1307, -1078, -854, -453, 
771, -956, -1727, 92, 1249, -1342, -502, -771, -1239, -1054, -844, -478, 
751, -941, -1693, 95, 1222, -1317, -463, -712, -1171, -1000, -814, -448, 
732, -888, -1620, 78, 1176, -1254, -429, -653, -1078, -922, -751, -405, 
736, -800, -1537, 31, 1137, -1168, -409, -624, -1000, -854, -702, -366, 
761, -702, -1464, -29, 1112, -1083, -409, -590, -951, -810, -673, -341, 
741, -644, -1385, -48, 1063, -1015, -400, -556, -888, -751, -624, -307, 
668, -624, -1293, -21, 980, -958, -366, -488, -814, -683, -575, -268, 
629, -590, -1220, -19, 924, -905, -351, -409, -717, -595, -507, -234, 
639, -492, -1132, -73, 885, -812, -346, -331, -619, -517, -434, -185, 
644, -400, -1044, -122, 844, -722, -331, -258, -531, -453, -385, -161, 
624, -366, -990, -129, 807, -678, -317, -200, -488, -414, -356, -151, 
580, -366, -946, -107, 763, -656, -287, -161, -453, -400, -341, -146, 
546, -331, -878, -107, 712, -605, -268, -136, -419, -375, -317, -141, 
492, -263, -756, -114, 624, -509, -234, -126, -370, -336, -297, -117, 
434, -214, -649, -109, 541, -431, -190, -102, -326, -292, -268, -92, 
346, -200, -546, -73, 446, -373, -141, -82, -283, -258, -229, -73, 
239, -185, -424, -26, 331, -305, -87, -48, -219, -195, -175, -39, 
156, -165, -322, 4, 239, -244, -29, -19, -136, -126, -122, 9, 
87, -112, -200, 12, 143, -156, 14, 9, -68, -87, -82, 14, 
19, -63, -82, 21, 51, -73, 39, 14, -14, -53, -53, 19, 
-39, -48, -9, 43, -14, -29, 87, 43, 34, -4, -19, 39, 
-102, -39, 63, 70, -82, 12, 136, 68, 78, 39, 19, 63, 
-151, -19, 131, 85, -141, 56, 146, 68, 97, 48, 24, 58, 
-190, -9, 180, 100, -185, 85, 161, 73, 107, 48, 24, 68, 
-229, -19, 209, 124, -219, 95, 190, 97, 122, 68, 39, 82, 
-219, -9, 209, 114, -214, 100, 185, 92, 117, 73, 43, 73, 
-214, -4, 209, 109, -212, 102, 190, 92, 122, 78, 43, 73, 
-219, -4, 214, 112, -217, 104, 190, 92, 122, 82, 43, 73, 
-214, 0, 214, 107, -214, 107, 190, 92, 126, 82, 43, 68, 
-204, -4, 200, 104, -202, 97, 190, 78, 122, 82, 53, 73, 
-209, -9, 200, 109, -204, 95, 190, 78, 122, 87, 53, 73, 
-214, -14, 200, 114, -207, 92, 195, 68, 122, 92, 48, 78, 
-214, -19, 195, 117, -204, 87, 195, 68, 122, 92, 48, 78, 
-229, -4, 224, 117, -226, 109, 195, 63, 112, 82, 43, 73, 
-244, 4, 248, 119, -246, 126, 195, 58, 122, 87, 48, 78, 
-258, 9, 268, 124, -263, 139, 195, 53, 126, 92, 48, 78, 
-248, 29, 278, 109, -263, 153, 190, 53, 131, 97, 43, 73, 
-248, 19, 268, 114, -258, 143, 204, 68, 151, 107, 48, 82, 
-263, 4, 268, 129, -265, 136, 209, 78, 156, 112, 58, 87, 
-268, -4, 263, 136, -265, 129, 209, 82, 161, 117, 63, 78, 
-273, -14, 258, 143, -265, 122, 209, 82, 161, 122, 63, 82, 
-263, -4, 258, 134, -261, 126, 195, 68, 156, 107, 43, 82, 
-253, 9, 263, 122, -258, 136, 195, 63, 156, 107, 39, 82, 
-244, 19, 263, 112, -253, 141, 190, 58, 151, 117, 39, 82, 
-234, 39, 273, 97, -253, 156, 190, 53, 146, 117, 34, 82, 
-239, 34, 273, 102, -256, 153, 195, 68, 165, 131, 48, 78, 
-253, 19, 273, 117, -263, 146, 200, 82, 170, 131, 48, 87, 
-268, 14, 283, 126, -275, 148, 209, 87, 175, 131, 53, 87, 
-273, 19, 292, 126, -283, 156, 219, 92, 175, 131, 53, 87, 
-273, 14, 287, 129, -280, 151, 209, 82, 175, 122, 48, 78, 
-278, 14, 292, 131, -285, 153, 209, 82, 180, 126, 48, 73, 
-292, 19, 312, 136, -302, 165, 209, 87, 180, 126, 43, 73, 
-302, 14, 317, 143, -309, 165, 209, 87, 180, 126, 39, 73, 
-292, 9, 302, 141, -297, 156, 224, 92, 190, 136, 43, 78, 
-297, 14, 312, 141, -305, 163, 234, 107, 200, 146, 48, 82, 
-302, 24, 326, 139, -314, 175, 234, 112, 214, 151, 63, 87, 
-307, 39, 346, 134, -326, 192, 234, 122, 214, 156, 68, 87, 
-297, 53, 351, 122, -324, 202, 234, 122, 214, 156, 68, 82, 
-287, 53, 341, 117, -314, 197, 234, 122, 219, 156, 68, 82, 
-278, 53, 331, 112, -305, 192, 234, 126, 224, 161, 78, 82, 
-278, 53, 331, 112, -305, 192, 244, 126, 229, 161, 78, 78, 
-297, 43, 341, 126, -319, 192, 258, 126, 234, 175, 92, 82, 
-302, 48, 351, 126, -326, 200, 258, 131, 248, 180, 92, 82, 
-326, 53, 380, 136, -353, 217, 263, 131, 248, 180, 92, 87, 
-341, 63, 405, 139, -373, 234, 268, 131, 253, 185, 97, 87, 
-341, 63, 405, 139, -373, 234, 258, 141, 258, 180, 82, 78, 
-341, 63, 405, 139, -373, 234, 258, 151, 268, 185, 78, 78, 
-356, 63, 419, 146, -387, 241, 273, 165, 283, 190, 87, 78, 
-351, 68, 419, 141, -385, 244, 287, 175, 297, 195, 82, 78, 
-361, 73, 434, 143, -397, 253, 297, 195, 302, 204, 92, 78, 
-380, 73, 453, 153, -417, 263, 307, 200, 312, 214, 92, 78, 
-390, 68, 458, 161, -424, 263, 312, 209, 322, 219, 97, 73, 
-400, 68, 468, 165, -434, 268, 317, 219, 326, 224, 102, 68, 
-390, 78, 468, 156, -429, 273, 322, 244, 322, 229, 107, 68, 
-390, 78, 468, 156, -429, 273, 331, 273, 341, 239, 107, 73, 
-400, 82, 483, 158, -441, 283, 346, 287, 346, 244, 107, 73, 
-414, 87, 502, 163, -458, 295, 356, 297, 370, 253, 107, 73, 
-429, 92, 522, 168, -475, 307, 366, 307, 385, 273, 117, 73, 
-439, 97, 536, 170, -488, 317, 370, 312, 400, 278, 126, 68, 
-458, 107, 566, 175, -512, 336, 375, 322, 405, 278, 126, 73, 
-473, 117, 590, 178, -531, 353, 395, 336, 424, 292, 126, 82, 
-473, 126, 600, 173, -536, 363, 405, 317, 434, 297, 146, 73, 
-478, 126, 605, 175, -541, 366, 405, 307, 448, 307, 161, 73, 
-483, 136, 619, 173, -551, 378, 424, 292, 463, 312, 170, 73, 
-488, 161, 649, 163, -568, 405, 424, 287, 468, 317, 185, 73, 
-507, 161, 668, 173, -588, 414, 424, 287, 492, 326, 200, 63, 
-512, 156, 668, 178, -590, 412, 439, 297, 517, 331, 204, 73, 
-527, 146, 673, 190, -600, 409, 444, 317, 527, 346, 204, 73, 
-541, 141, 683, 200, -612, 412, 453, 331, 546, 341, 209, 73, 
-551, 146, 697, 202, -624, 422, 458, 341, 566, 356, 204, 63, 
-556, 161, 717, 197, -636, 439, 468, 361, 585, 370, 209, 73, 
-556, 180, 736, 187, -646, 458, 478, 390, 610, 390, 234, 78, 
-561, 200, 761, 180, -661, 480, 478, 405, 619, 400, 234, 78, 
-570, 200, 771, 185, -671, 485, 483, 405, 634, 400, 239, 87, 
-570, 214, 785, 178, -678, 500, 483, 419, 649, 409, 244, 102, 
-575, 209, 785, 183, -680, 497, 483, 444, 663, 429, 258, 107, 
-575, 214, 790, 180, -683, 502, 483, 453, 668, 439, 263, 117, 
-580, 209, 790, 185, -685, 500, 478, 458, 688, 434, 273, 126, 
-570, 224, 795, 173, -683, 509, 468, 473, 692, 448, 283, 136, 
-575, 234, 810, 170, -692, 522, 453, 497, 697, 453, 287, 136, 
-566, 234, 800, 165, -683, 517, 444, 507, 697, 458, 292, 141, 
-531, 253, 785, 139, -658, 519, 429, 517, 697, 468, 302, 156, 
-502, 273, 775, 114, -639, 524, 419, 517, 697, 478, 317, 165, 
-478, 292, 771, 92, -624, 531, 400, 517, 692, 478, 326, 175, 
-444, 302, 746, 70, -595, 524, 395, 517, 683, 478, 331, 175, 
-448, 297, 746, 75, -597, 522, 385, 502, 688, 468, 326, 195, 
-439, 297, 736, 70, -588, 517, 370, 492, 678, 468, 326, 200, 
-409, 283, 692, 63, -551, 488, 351, 492, 658, 468, 331, 204, 
-414, 283, 697, 65, -556, 490, 322, 483, 639, 463, 331, 209, 
-385, 287, 673, 48, -529, 480, 307, 468, 605, 439, 322, 224, 
-341, 287, 629, 26, -485, 458, 278, 453, 585, 419, 312, 229, 
-322, 278, 600, 21, -461, 439, 258, 424, 556, 400, 302, 229, 
-292, 258, 551, 17, -422, 405, 239, 400, 527, 385, 297, 229, 
-297, 244, 541, 26, -419, 392, 224, 380, 512, 375, 292, 229, 
-278, 234, 512, 21, -395, 373, 200, 361, 483, 356, 292, 229, 
-258, 219, 478, 19, -368, 348, 200, 336, 444, 322, 283, 219, 
-253, 204, 458, 24, -356, 331, 190, 317, 419, 292, 263, 214, 
-224, 204, 429, 9, -326, 317, 175, 302, 390, 283, 248, 224, 
-204, 185, 390, 9, -297, 287, 161, 273, 366, 273, 239, 224, 
-180, 165, 346, 7, -263, 256, 146, 248, 341, 253, 224, 204, 
-165, 165, 331, 0, -248, 248, 141, 224, 312, 234, 209, 200, 
-151, 141, 292, 4, -222, 217, 126, 204, 283, 209, 195, 195, 
-146, 107, 253, 19, -200, 180, 117, 180, 248, 190, 180, 190, 
-141, 102, 244, 19, -192, 173, 102, 151, 219, 161, 165, 180, 
-126, 92, 219, 17, -173, 156, 97, 131, 190, 141, 151, 161, 
-107, 87, 195, 9, -151, 141, 92, 112, 161, 117, 131, 146, 
-92, 58, 151, 17, -122, 104, 82, 92, 136, 78, 117, 136, 
-82, 58, 141, 12, -112, 100, 73, 73, 126, 63, 102, 131, 
-78, 48, 126, 14, -102, 87, 68, 53, 122, 58, 92, 126, 
-68, 19, 87, 24, -78, 53, 58, 39, 102, 34, 78, 112, 
-53, 9, 63, 21, -58, 36, 58, 29, 82, 19, 63, 97, 
-53, 4, 58, 24, -56, 31, 53, 19, 63, 9, 39, 97, 
-53, 4, 58, 24, -56, 31, 53, 9, 39, -4, 24, 87, 
-58, 14, 73, 21, -65, 43, 58, 24, 34, 4, 24, 87, 
-68, 9, 78, 29, -73, 43, 58, 14, 34, 0, 19, 87, 
-73, 9, 82, 31, -78, 46, 63, 14, 39, 0, 24, 92, 
-73, 9, 82, 31, -78, 46, 68, 14, 43, -4, 29, 97, 
-73, 4, 78, 34, -75, 41, 58, 0, 24, -9, 34, 87, 
-73, -9, 63, 41, -68, 26, 58, -4, 19, -24, 29, 78, 
-78, -14, 63, 46, -70, 24, 58, -9, 19, -34, 19, 73, 
-78, -19, 58, 48, -68, 19, 48, -9, 14, -34, 14, 68, 
-78, -24, 53, 51, -65, 14, 48, -19, 9, -43, 4, 58, 
-68, -29, 39, 48, -53, 4, 53, -24, 9, -48, -4, 58, 
-68, -34, 34, 51, -51, 0, 58, -29, 4, -53, -9, 58, 
-73, -39, 34, 56, -53, -2, 58, -34, 4, -58, -14, 53, 
-87, -34, 53, 61, -70, 9, 63, -19, 9, -48, -14, 53, 
-87, -24, 63, 56, -75, 19, 63, -14, 14, -43, -9, 58, 
-87, -19, 68, 53, -78, 24, 68, -9, 19, -39, -9, 63, 
-78, -4, 73, 41, -75, 34, 73, -4, 29, -39, -9, 68, 
-78, -29, 48, 53, -63, 9, 63, -14, 24, -43, -9, 63, 
-78, -29, 48, 53, -63, 9, 63, -9, 24, -34, -9, 58, 
-78, -24, 53, 51, -65, 14, 63, -9, 19, -39, -4, 53, 
-58, -24, 34, 41, -46, 4, 63, -9, 14, -48, -4, 48, 
-78, -29, 48, 53, -63, 9, 58, -9, 14, -53, -19, 43, 
-87, -34, 53, 61, -70, 9, 58, -9, 14, -58, -24, 39, 
-97, -39, 58, 68, -78, 9, 58, -9, 14, -68, -34, 43, 
-102, -43, 58, 73, -80, 7, 58, -9, 14, -73, -39, 39, 
-102, -29, 73, 65, -87, 21, 63, 4, 29, -58, -29, 39, 
-102, -29, 73, 65, -87, 21, 63, 4, 29, -48, -24, 43, 
-107, -24, 82, 65, -95, 29, 68, 4, 29, -43, -19, 48, 
-107, -24, 82, 65, -95, 29, 73, 4, 29, -39, -24, 48, 
-102, -14, 87, 58, -95, 36, 78, 4, 24, -43, -29, 39, 
-107, -9, 97, 58, -102, 43, 73, 4, 24, -43, -19, 39, 
-107, -4, 102, 56, -104, 48, 73, 9, 34, -39, -19, 39, 
-107, 0, 107, 53, -107, 53, 73, 9, 39, -34, -19, 39, 
-97, -19, 78, 58, -87, 29, 102, 48, 68, -14, 19, 73, 
-87, 58, 146, 14, -117, 102, 87, 39, 58, -19, 9, 58, 
-97, 43, 141, 26, -119, 92, 78, 39, 58, -19, 4, 48, 
-97, 39, 136, 29, -117, 87, 78, 39, 58, -19, 0, 48, 
